2026,1,1,-1.95699279785157,-999
2026,1,2,1.54978088378906,-999
2026,1,3,0.265043334960942,-999
2026,1,4,5.17038452148437,-999
2026,1,5,0.0304675292968709,-999
2026,1,6,-7.47038391113282,-999
2026,1,7,-6.32461181640625,-999
2026,1,8,-7.97874450683593,-999
2026,1,9,-7.26496398925781,-999
2026,1,10,-0.824752197265618,-999
2026,1,11,7.37750610351559,-999
2026,1,12,0.0509631347656265,-999
2026,1,13,1.41380798339844,-999
2026,1,14,6.02699584960939,-999
2026,1,15,-1.39443664550781,-999
2026,1,16,5.38974426269527,-999
2026,1,17,7.67853515625003,-999
2026,1,18,2.24441223144531,-999
2026,1,19,3.50560791015626,-999
2026,1,20,10.1879925537109,-999
2026,1,21,3.29004760742187,-999
2026,1,22,-3.92554504394531,-999
2026,1,23,-3.43840087890625,-999
2026,1,24,-3.23452758789062,-999
2026,1,25,-0.818839111328125,-999
2026,1,26,0.929202880859379,-999
2026,1,27,1.26063232421875,-999
2026,1,28,-4.17672668457031,-999
2026,1,29,-5.97190063476562,-999
2026,1,30,-6.05755249023437,-999
2026,1,31,2.36694641113281,-999
2026,2,1,-11.0264123535156,-999
2026,2,2,-8.60519348144531,-999
2026,2,3,-0.129057006835934,-999
2026,2,4,2.97704956054688,-999
2026,2,5,0.457924194335943,-999
2026,2,6,1.69215698242189,-999
2026,2,7,-4.24883361816406,-999
2026,2,8,-6.7325048828125,-999
2026,2,9,-5.57214660644531,-999
2026,2,10,1.38659606933594,-999
2026,2,11,-0.903577880859369,-999
2026,2,12,-1.41062866210937,-999
2026,2,13,-10.5312579345703,-999
2026,2,14,-11.0490374755859,-999
2026,2,15,-1.45381286621093,-999
2026,2,16,3.77377990722656,-999
2026,2,17,0.337251586914064,-999
2026,2,18,-0.174394531249997,-999
2026,2,19,9.57986816406252,-999
2026,2,20,7.84903198242184,-999
2026,2,21,5.13891113281249,-999
2026,2,22,4.32677490234375,-999
2026,2,23,4.9387634277344,-999
2026,2,24,0.118137817382818,-999
2026,2,25,-4.0853466796875,-999
2026,2,26,-5.63882202148437,-999
2026,2,27,-4.94256164550781,-999
2026,2,28,5.13091430664063,-999
2026,3,1,-2.90639953613281,-999
2026,3,2,0.209255981445318,-999
2026,3,3,10.3065832519531,-999
