-999 -999 -999     5.82906 -999.00000    5.19475 -999.00000 -999.00000
-999 -999 -999     7.15045 -999.00000    5.37424 -999.00000 -999.00000
-999 -999 -999     5.34438 -999.00000    5.54204 -999.00000 -999.00000
-999 -999 -999     0.48764 -999.00000    5.59551 -999.00000 -999.00000
-999 -999 -999    -4.17381 -999.00000    5.48874 -999.00000 -999.00000
-999 -999 -999    -2.23135 -999.00000    5.34091 -999.00000 -999.00000
-999 -999 -999     0.01150 -999.00000    5.26755 -999.00000 -999.00000
-999 -999 -999     4.17321 -999.00000    5.30119 -999.00000 -999.00000
-999 -999 -999     5.30972 -999.00000    5.42032 -999.00000 -999.00000
-999 -999 -999    10.50670 -999.00000    5.64075 -999.00000 -999.00000
-999 -999 -999     8.68785 -999.00000    5.91340 -999.00000 -999.00000
-999 -999 -999    10.06765 -999.00000    6.17415 -999.00000 -999.00000
-999 -999 -999    13.71185 -999.00000    6.51707 -999.00000 -999.00000
-999 -999 -999    15.22149 -999.00000    6.94647 -999.00000 -999.00000
-999 -999 -999    18.72228 -999.00000    7.46313 -999.00000 -999.00000
-999 -999 -999    15.82683 -999.00000    7.98916 -999.00000 -999.00000
-999 -999 -999    10.54726 -999.00000    8.35475 -999.00000 -999.00000
-999 -999 -999     6.71137 -999.00000    8.53417 -999.00000 -999.00000
-999 -999 -999    12.45361 -999.00000    8.74645 -999.00000 -999.00000
-999 -999 -999    13.84821 -999.00000    9.09758 -999.00000 -999.00000
-999 -999 -999    17.11341 -999.00000    9.53862 -999.00000 -999.00000
-999 -999 -999     7.80524 -999.00000    9.84474 -999.00000 -999.00000
-999 -999 -999     2.84488 -999.00000    9.83381 -999.00000 -999.00000
-999 -999 -999    10.48072 -999.00000    9.88083 -999.00000 -999.00000
-999 -999 -999    13.68776 -999.00000   10.16136 -999.00000 -999.00000
-999 -999 -999    20.57917 -999.00000   10.65788 -999.00000 -999.00000
-999 -999 -999    17.59097 -999.00000   11.23673 -999.00000 -999.00000
-999 -999 -999    11.70261 -999.00000   11.59980 -999.00000 -999.00000
-999 -999 -999    13.21231 -999.00000   11.84765 -999.00000 -999.00000
-999 -999 -999    14.78476 -999.00000   12.16269 -999.00000 -999.00000
-999 -999 -999    12.69220 -999.00000   12.45503 -999.00000 -999.00000
-999 -999 -999     8.33086 -999.00000   12.57297 -999.00000 -999.00000
-999 -999 -999     9.84357 -999.00000   12.61193 -999.00000 -999.00000
-999 -999 -999     7.10719 -999.00000   12.61670 -999.00000 -999.00000
-999 -999 -999    12.75693 -999.00000   12.69548 -999.00000 -999.00000
-999 -999 -999    13.56256 -999.00000   12.93704 -999.00000 -999.00000
-999 -999 -999    13.09677 -999.00000   13.17810 -999.00000 -999.00000
-999 -999 -999    11.98016 -999.00000   13.36731 -999.00000 -999.00000
-999 -999 -999    13.91325 -999.00000   13.57003 -999.00000 -999.00000
-999 -999 -999    13.05682 -999.00000   13.79314 -999.00000 -999.00000
-999 -999 -999    13.51725 -999.00000   13.99549 -999.00000 -999.00000
-999 -999 -999    16.77659 -999.00000   14.29284 -999.00000 -999.00000
-999 -999 -999    16.47002 -999.00000   14.66272 -999.00000 -999.00000
-999 -999 -999    18.57369 -999.00000   15.07183 -999.00000 -999.00000
-999 -999 -999    11.09577 -999.00000   15.30554 -999.00000 -999.00000
-999 -999 -999     8.93023 -999.00000   15.23440 -999.00000 -999.00000
-999 -999 -999    12.98538 -999.00000   15.22370 -999.00000 -999.00000
-999 -999 -999    16.79285 -999.00000   15.45038 -999.00000 -999.00000
-999 -999 -999    18.28060 -999.00000   15.82816 -999.00000 -999.00000
-999 -999 -999    12.63239 -999.00000   16.06005 -999.00000 -999.00000
-999 -999 -999    18.30591 -999.00000   16.28056 -999.00000 -999.00000
-999 -999 -999    17.01031 -999.00000   16.63044 -999.00000 -999.00000
-999 -999 -999    15.52774 -999.00000   16.87266 -999.00000 -999.00000
-999 -999 -999    17.42869 -999.00000   17.11549 -999.00000 -999.00000
-999 -999 -999    12.36377 -999.00000   17.23703 -999.00000 -999.00000
-999 -999 -999    10.14478 -999.00000   17.10042 -999.00000 -999.00000
-999 -999 -999    12.89496 -999.00000   16.99031 -999.00000 -999.00000
-999 -999 -999    14.69223 -999.00000   17.03992 -999.00000 -999.00000
-999 -999 -999    13.18796 -999.00000   17.09479 -999.00000 -999.00000
-999 -999 -999    11.98942 -999.00000   17.05288 -999.00000 -999.00000
-999 -999 -999     8.45980 -999.00000   16.85202 -999.00000 -999.00000
-999 -999 -999    17.16961 -999.00000   16.83818 -999.00000 -999.00000
-999 -999 -999    21.10005 -999.00000   17.24616 -999.00000 -999.00000
-999 -999 -999    18.49003 -999.00000   17.68128 -999.00000 -999.00000
-999 -999 -999    17.68574 -999.00000   17.97690 -999.00000 -999.00000
-999 -999 -999    17.16621 -999.00000   18.20840 -999.00000 -999.00000
-999 -999 -999    20.06694 -999.00000   18.51184 -999.00000 -999.00000
-999 -999 -999    17.98211 -999.00000   18.82780 -999.00000 -999.00000
-999 -999 -999    19.29258 -999.00000   19.09592 -999.00000 -999.00000
-999 -999 -999    18.33973 -999.00000   19.36054 -999.00000 -999.00000
-999 -999 -999    17.96315 -999.00000   19.55585 -999.00000 -999.00000
-999 -999 -999    16.06634 -999.00000   19.64696 -999.00000 -999.00000
-999 -999 -999    12.51121 -999.00000   19.51317 -999.00000 -999.00000
-999 -999 -999    15.70353 -999.00000   19.37422 -999.00000 -999.00000
-999 -999 -999    19.88056 -999.00000   19.53250 -999.00000 -999.00000
-999 -999 -999    20.66527 -999.00000   19.87391 -999.00000 -999.00000
-999 -999 -999    19.31481 -999.00000   20.17131 -999.00000 -999.00000
-999 -999 -999    19.87931 -999.00000   20.41644 -999.00000 -999.00000
-999 -999 -999    19.36250 -999.00000   20.64551 -999.00000 -999.00000
-999 -999 -999    18.85679 -999.00000   20.81393 -999.00000 -999.00000
-999 -999 -999    22.53284 -999.00000   21.10320 -999.00000 -999.00000
-999 -999 -999    22.98209 -999.00000   21.55022 -999.00000 -999.00000
-999 -999 -999    21.25601 -999.00000   21.91212 -999.00000 -999.00000
-999 -999 -999    21.33726 -999.00000   22.17311 -999.00000 -999.00000
-999 -999 -999    20.67066 -999.00000   22.38557 -999.00000 -999.00000
-999 -999 -999    22.74099 -999.00000   22.64503 -999.00000 -999.00000
-999 -999 -999    25.03500 -999.00000   23.09026 -999.00000 -999.00000
-999 -999 -999    21.81925 -999.00000   23.45822 -999.00000 -999.00000
-999 -999 -999    21.92001 -999.00000   23.64070 -999.00000 -999.00000
-999 -999 -999    22.10636 -999.00000   23.81936 -999.00000 -999.00000
-999 -999 -999    19.29330 -999.00000   23.84543 -999.00000 -999.00000
-999 -999 -999    13.79777 -999.00000   23.44078 -999.00000 -999.00000
-999 -999 -999    12.93414 -999.00000   22.76415 -999.00000 -999.00000
-999 -999 -999    14.76370 -999.00000   22.22056 -999.00000 -999.00000
-999 -999 -999    18.51795 -999.00000   21.99963 -999.00000 -999.00000
-999 -999 -999    19.67816 -999.00000   22.02368 -999.00000 -999.00000
-999 -999 -999    18.03876 -999.00000   22.02126 -999.00000 -999.00000
-999 -999 -999    22.66887 -999.00000   22.15381 -999.00000 -999.00000
-999 -999 -999    20.93239 -999.00000   22.40705 -999.00000 -999.00000
-999 -999 -999    23.47911 -999.00000   22.67704 -999.00000 -999.00000
-999 -999 -999    21.59992 -999.00000   22.95618 -999.00000 -999.00000
-999 -999 -999    17.01520 -999.00000   22.89791 -999.00000 -999.00000
-999 -999 -999    17.90618 -999.00000   22.66412 -999.00000 -999.00000
-999 -999 -999    17.58517 -999.00000   22.47969 -999.00000 -999.00000
-999 -999 -999    20.65788 -999.00000   22.44130 -999.00000 -999.00000
-999 -999 -999    19.98321 -999.00000   22.51689 -999.00000 -999.00000
-999 -999 -999    24.60427 -999.00000   22.77011 -999.00000 -999.00000
-999 -999 -999    25.83622 -999.00000   23.28247 -999.00000 -999.00000
-999 -999 -999    18.59951 -999.00000   23.46268 -999.00000 -999.00000
-999 -999 -999    16.23369 -999.00000   23.14461 -999.00000 -999.00000
-999 -999 -999    15.64040 -999.00000   22.71481 -999.00000 -999.00000
-999 -999 -999    18.13084 -999.00000   22.42380 -999.00000 -999.00000
-999 -999 -999    22.09475 -999.00000   22.46511 -999.00000 -999.00000
-999 -999 -999    21.51742 -999.00000   22.66010 -999.00000 -999.00000
-999 -999 -999    16.94907 -999.00000   22.59203 -999.00000 -999.00000
-999 -999 -999    16.63663 -999.00000   22.29647 -999.00000 -999.00000
-999 -999 -999    16.12047 -999.00000   21.99172 -999.00000 -999.00000
-999 -999 -999    20.77841 -999.00000   21.90677 -999.00000 -999.00000
-999 -999 -999    14.64783 -999.00000   21.76050 -999.00000 -999.00000
-999 -999 -999    20.90160 -999.00000   21.63168 -999.00000 -999.00000
-999 -999 -999    25.87087 -999.00000   22.01561 -999.00000 -999.00000
-999 -999 -999    26.79165 -999.00000   22.64290 -999.00000 -999.00000
-999 -999 -999    24.25880 -999.00000   23.15844 -999.00000 -999.00000
-999 -999 -999    21.00440 -999.00000   23.35536 -999.00000 -999.00000
-999 -999 -999    19.98566 -999.00000   23.32131 -999.00000 -999.00000
-999 -999 -999    19.39881 -999.00000   23.20883 -999.00000 -999.00000
-999 -999 -999    27.16924 -999.00000   23.45967 -999.00000 -999.00000
-999 -999 -999    28.98042 -999.00000   24.16767 -999.00000 -999.00000
-999 -999 -999    18.89875 -999.00000   24.40182 -999.00000 -999.00000
-999 -999 -999    18.02200 -999.00000   24.03314 -999.00000 -999.00000
-999 -999 -999    23.40286 -999.00000   23.94037 -999.00000 -999.00000
-999 -999 -999    18.24731 -999.00000   23.86690 -999.00000 -999.00000
-999 -999 -999    20.10015 -999.00000   23.62967 -999.00000 -999.00000
-999 -999 -999    19.63874 -999.00000   23.48722 -999.00000 -999.00000
-999 -999 -999    15.43712 -999.00000   23.12414 -999.00000 -999.00000
-999 -999 -999    17.25003 -999.00000   22.68415 -999.00000 -999.00000
-999 -999 -999    22.19939 -999.00000   22.61708 -999.00000 -999.00000
-999 -999 -999    16.58220 -999.00000   22.52301 -999.00000 -999.00000
-999 -999 -999    17.56293 -999.00000   22.21718 -999.00000 -999.00000
-999 -999 -999    16.21057 -999.00000   21.92536 -999.00000 -999.00000
-999 -999 -999    23.04548 -999.00000   21.91265 -999.00000 -999.00000
-999 -999 -999    23.38418 -999.00000   22.22646 -999.00000 -999.00000
-999 -999 -999    17.11114 -999.00000   22.24140 -999.00000 -999.00000
-999 -999 -999     8.50998 -999.00000   21.56229 -999.00000 -999.00000
-999 -999 -999    15.51392 -999.00000   20.89603 -999.00000 -999.00000
-999 -999 -999    15.04540 -999.00000   20.58955 -999.00000 -999.00000
-999 -999 -999    12.57696 -999.00000   20.18875 -999.00000 -999.00000
-999 -999 -999    12.91847 -999.00000   19.74073 -999.00000 -999.00000
-999 -999 -999    21.57861 -999.00000   19.69737 -999.00000 -999.00000
-999 -999 -999    18.37774 -999.00000   19.87380 -999.00000 -999.00000
-999 -999 -999    11.55171 -999.00000   19.63397 -999.00000 -999.00000
-999 -999 -999    17.95024 -999.00000   19.39795 -999.00000 -999.00000
-999 -999 -999    16.77029 -999.00000   19.38610 -999.00000 -999.00000
-999 -999 -999    10.08670 -999.00000   19.06707 -999.00000 -999.00000
-999 -999 -999    19.20531 -999.00000   18.87008 -999.00000 -999.00000
-999 -999 -999    20.09507 -999.00000   19.06785 -999.00000 -999.00000
-999 -999 -999    25.11735 -999.00000   19.47931 -999.00000 -999.00000
-999 -999 -999    22.47820 -999.00000   19.96319 -999.00000 -999.00000
-999 -999 -999    15.58450 -999.00000   20.03756 -999.00000 -999.00000
-999 -999 -999    11.19254 -999.00000   19.64699 -999.00000 -999.00000
-999 -999 -999    15.34493 -999.00000   19.28515 -999.00000 -999.00000
-999 -999 -999    11.28049 -999.00000   18.96094 -999.00000 -999.00000
-999 -999 -999     7.69286 -999.00000   18.37486 -999.00000 -999.00000
-999 -999 -999     8.96432 -999.00000   17.76506 -999.00000 -999.00000
-999 -999 -999    14.22526 -999.00000   17.44960 -999.00000 -999.00000
-999 -999 -999    21.96011 -999.00000   17.61178 -999.00000 -999.00000
-999 -999 -999    23.89088 -999.00000   18.10313 -999.00000 -999.00000
-999 -999 -999    17.73511 -999.00000   18.42252 -999.00000 -999.00000
-999 -999 -999    17.27755 -999.00000   18.48176 -999.00000 -999.00000
-999 -999 -999    19.38427 -999.00000   18.59770 -999.00000 -999.00000
-999 -999 -999     8.47567 -999.00000   18.37821 -999.00000 -999.00000
-999 -999 -999     5.62768 -999.00000   17.67148 -999.00000 -999.00000
-999 -999 -999     9.58598 -999.00000   17.08116 -999.00000 -999.00000
-999 -999 -999     4.09597 -999.00000   16.49805 -999.00000 -999.00000
-999 -999 -999     7.27193 -999.00000   15.89612 -999.00000 -999.00000
-999 -999 -999    10.09041 -999.00000   15.54145 -999.00000 -999.00000
-999 -999 -999     7.60818 -999.00000   15.22572 -999.00000 -999.00000
-999 -999 -999     2.87770 -999.00000   14.71599 -999.00000 -999.00000
-999 -999 -999     8.19980 -999.00000   14.26801 -999.00000 -999.00000
-999 -999 -999     7.97260 -999.00000   14.00214 -999.00000 -999.00000
-999 -999 -999     6.84501 -999.00000   13.71692 -999.00000 -999.00000
-999 -999 -999     4.68998 -999.00000   13.36126 -999.00000 -999.00000
-999 -999 -999     6.77058 -999.00000   13.02981 -999.00000 -999.00000
-999 -999 -999     3.73121 -999.00000   12.69663 -999.00000 -999.00000
-999 -999 -999     4.78693 -999.00000   12.33553 -999.00000 -999.00000
-999 -999 -999     9.48775 -999.00000   12.14589 -999.00000 -999.00000
-999 -999 -999     8.77606 -999.00000   12.06760 -999.00000 -999.00000
-999 -999 -999    12.17242 -999.00000   12.06052 -999.00000 -999.00000
-999 -999 -999    11.86178 -999.00000   12.13084 -999.00000 -999.00000
-999 -999 -999    12.59043 -999.00000   12.20882 -999.00000 -999.00000
-999 -999 -999     9.94778 -999.00000   12.23561 -999.00000 -999.00000
-999 -999 -999     4.39838 -999.00000   12.05524 -999.00000 -999.00000
-999 -999 -999     5.96002 -999.00000   11.78653 -999.00000 -999.00000
-999 -999 -999     5.92968 -999.00000   11.57268 -999.00000 -999.00000
-999 -999 -999     9.13017 -999.00000   11.44848 -999.00000 -999.00000
-999 -999 -999     5.40703 -999.00000   11.31877 -999.00000 -999.00000
-999 -999 -999     1.51958 -999.00000   11.01540 -999.00000 -999.00000
-999 -999 -999    -1.53675 -999.00000   10.56958 -999.00000 -999.00000
-999 -999 -999     2.53436 -999.00000   10.17874 -999.00000 -999.00000
-999 -999 -999     7.50147 -999.00000   10.01455 -999.00000 -999.00000
-999 -999 -999    11.96657 -999.00000   10.06627 -999.00000 -999.00000
-999 -999 -999     8.64682 -999.00000   10.14163 -999.00000 -999.00000
-999 -999 -999     3.43167 -999.00000   10.02593 -999.00000 -999.00000
-999 -999 -999     1.91756 -999.00000    9.76871 -999.00000 -999.00000
-999 -999 -999     4.98844 -999.00000    9.56034 -999.00000 -999.00000
-999 -999 -999    17.51408 -999.00000    9.69627 -999.00000 -999.00000
-999 -999 -999    19.00166 -999.00000   10.12966 -999.00000 -999.00000
-999 -999 -999     5.64769 -999.00000   10.29495 -999.00000 -999.00000
-999 -999 -999     3.97300 -999.00000   10.12003 -999.00000 -999.00000
-999 -999 -999     4.33804 -999.00000    9.92608 -999.00000 -999.00000
-999 -999 -999    15.53687 -999.00000    9.99544 -999.00000 -999.00000
-999 -999 -999    13.23783 -999.00000   10.25780 -999.00000 -999.00000
-999 -999 -999    10.65038 -999.00000   10.40513 -999.00000 -999.00000
-999 -999 -999     6.95839 -999.00000   10.40704 -999.00000 -999.00000
-999 -999 -999    -0.13706 -999.00000   10.16712 -999.00000 -999.00000
-999 -999 -999     0.46955 -999.00000    9.79792 -999.00000 -999.00000
-999 -999 -999    -0.12276 -999.00000    9.45341 -999.00000 -999.00000
-999 -999 -999    -0.44695 -999.00000    9.11146 -999.00000 -999.00000
-999 -999 -999     1.63428 -999.00000    8.82742 -999.00000 -999.00000
-999 -999 -999    -1.99890 -999.00000    8.52851 -999.00000 -999.00000
-999 -999 -999    -0.86176 -999.00000    8.19735 -999.00000 -999.00000
-999 -999 -999     3.44075 -999.00000    7.99264 -999.00000 -999.00000
-999 -999 -999     5.33442 -999.00000    7.91869 -999.00000 -999.00000
-999 -999 -999     2.60897 -999.00000    7.83250 -999.00000 -999.00000
-999 -999 -999     4.75603 -999.00000    7.73960 -999.00000 -999.00000
-999 -999 -999     5.09176 -999.00000    7.69863 -999.00000 -999.00000
-999 -999 -999     4.43141 -999.00000    7.65384 -999.00000 -999.00000
-999 -999 -999     6.69252 -999.00000    7.64188 -999.00000 -999.00000
-999 -999 -999    -1.78486 -999.00000    7.51347 -999.00000 -999.00000
-999 -999 -999     1.98532 -999.00000    7.30309 -999.00000 -999.00000
-999 -999 -999     2.27265 -999.00000    7.17889 -999.00000 -999.00000
-999 -999 -999    -0.19424 -999.00000    7.02071 -999.00000 -999.00000
-999 -999 -999     1.72587 -999.00000    6.86042 -999.00000 -999.00000
-999 -999 -999    -1.18077 -999.00000    6.69026 -999.00000 -999.00000
-999 -999 -999     1.01858 -999.00000    6.51587 -999.00000 -999.00000
-999 -999 -999     2.38827 -999.00000    6.41302 -999.00000 -999.00000
-999 -999 -999     9.11293 -999.00000    6.45698 -999.00000 -999.00000
-999 -999 -999    11.60789 -999.00000    6.66247 -999.00000 -999.00000
-999 -999 -999    16.97201 -999.00000    7.00437 -999.00000 -999.00000
-999 -999 -999    17.44966 -999.00000    7.44883 -999.00000 -999.00000
-999 -999 -999    12.93543 -999.00000    7.81524 -999.00000 -999.00000
-999 -999 -999     5.90743 -999.00000    7.95676 -999.00000 -999.00000
-999 -999 -999     0.30358 -999.00000    7.85140 -999.00000 -999.00000
-999 -999 -999     2.18434 -999.00000    7.68013 -999.00000 -999.00000
-999 -999 -999     9.34355 -999.00000    7.68933 -999.00000 -999.00000
-999 -999 -999     3.79772 -999.00000    7.72975 -999.00000 -999.00000
-999 -999 -999     6.33148 -999.00000    7.71242 -999.00000 -999.00000
-999 -999 -999    11.98498 -999.00000    7.85233 -999.00000 -999.00000
-999 -999 -999     5.30574 -999.00000    7.96961 -999.00000 -999.00000
-999 -999 -999     2.33192 -999.00000    7.89791 -999.00000 -999.00000
-999 -999 -999     7.99517 -999.00000    7.88186 -999.00000 -999.00000
-999 -999 -999    14.19355 -999.00000    8.09529 -999.00000 -999.00000
-999 -999 -999     7.04349 -999.00000    8.28608 -999.00000 -999.00000
-999 -999 -999    -5.85466 -999.00000    8.07798 -999.00000 -999.00000
-999 -999 -999    -4.37683 -999.00000    7.65922 -999.00000 -999.00000
-999 -999 -999    -3.49253 -999.00000    7.31216 -999.00000 -999.00000
-999 -999 -999    -3.63610 -999.00000    6.99954 -999.00000 -999.00000
-999 -999 -999    -0.92444 -999.00000    6.75148 -999.00000 -999.00000
-999 -999 -999     1.33505 -999.00000    6.60568 -999.00000 -999.00000
-999 -999 -999     1.28987 -999.00000    6.50638 -999.00000 -999.00000
-999 -999 -999    -1.87800 -999.00000    6.35531 -999.00000 -999.00000
2026    1    1    -1.95699 -999.00000    6.15492 -999.00000 -999.00000
2026    1    2     1.54978 -999.00000    6.02369 -999.00000 -999.00000
2026    1    3     0.26504 -999.00000    5.93675 -999.00000 -999.00000
2026    1    4     5.17038 -999.00000    5.91565 -999.00000 -999.00000
2026    1    5     0.03047 -999.00000    5.89217 -999.00000 -999.00000
2026    1    6    -7.47038 -999.00000    5.65586 -999.00000 -999.00000
2026    1    7    -6.32461 -999.00000    5.32519 -999.00000 -999.00000
2026    1    8    -7.97874 -999.00000    5.00418 -999.00000 -999.00000
2026    1    9    -7.26496 -999.00000    4.68517 -999.00000 -999.00000
2026    1   10    -0.82475 -999.00000    4.49551 -999.00000 -999.00000
2026    1   11     7.37751 -999.00000    4.54233 -999.00000 -999.00000
2026    1   12     0.05096 -999.00000    4.60239 -999.00000 -999.00000
